name,state,FDR,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5
GENE-15918,NO,1,9,5,10,4,7,9,4,7,1,6
GENE-15919,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15920,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15921,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15922,NO,1,4,2,3,3,1,2,3,1,1,4
GENE-15923,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15924,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15925,NO,1,0,1,0,0,1,0,0,1,0,0
GENE-15926,NO,1,63,70,43,67,63,56,68,58,85,76
GENE-15927,NO,1,13,21,10,8,32,37,31,7,2,26
GENE-15928,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15929,NO,1,446,94,392,54,421,68,161,406,246,291
GENE-15930,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-15931,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15932,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15933,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15934,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15935,NO,1,1,0,4,0,4,0,3,1,2,1
GENE-15936,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15937,NO,1,36,68,40,89,136,33,178,68,85,67
GENE-15938,NO,1,1,2,1,1,1,1,2,0,0,1
GENE-15939,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15940,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15942,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15943,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15944,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15945,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15946,NO,1,59,42,54,75,51,68,53,46,80,103
GENE-15947,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15948,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15949,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15950,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15951,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15952,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15953,NO,1,9,12,4,18,8,19,10,8,13,18
GENE-15954,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15955,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15956,NO,1,16,5,5,7,9,3,6,10,10,5
GENE-15957,NO,1,3,1,2,2,3,2,2,3,1,3
GENE-15958,NO,1,49,52,48,65,61,51,61,48,53,41
GENE-15959,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15960,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15961,NO,1,33,27,32,23,31,26,31,32,34,31
GENE-15962,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15963,NO,1,1,0,1,2,0,1,0,0,1,0
GENE-15964,NO,1,0,0,0,1,0,1,0,0,0,0
GENE-15965,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15966,NO,1,0,2,0,0,0,0,0,0,1,0
GENE-15967,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15968,NO,1,8,4,7,5,13,10,13,18,11,9
GENE-15969,NO,1,1848,1854,1880,1525,1866,1819,1905,1834,1939,1885
GENE-15970,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15971,NO,1,22,64,22,49,14,47,48,18,38,49
GENE-15972,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15973,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15974,NO,1,626,799,853,779,653,755,1073,736,770,1027
GENE-15975,NO,1,63,54,49,76,95,49,55,58,71,64
GENE-15976,NO,1,0,2,1,0,0,3,3,1,1,0
GENE-15977,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15978,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15979,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15980,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15981,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15982,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15983,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15984,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15986,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15987,NO,1,4,6,4,4,7,10,3,3,5,5
GENE-15988,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15989,NO,1,2,6,7,3,0,7,4,8,0,1
GENE-15990,NO,1,117,140,153,159,162,180,168,208,189,155
GENE-15991,NO,1,4686,3767,3968,5129,4645,3074,6153,4708,3802,5687
GENE-15992,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15993,NO,1,2,0,0,0,0,0,0,1,0,0
GENE-15994,NO,1,44,90,9,596,287,10,994,73,209,0
GENE-15995,YES,1,1,2,2,0,1,1,1,0,1,1
GENE-15996,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15997,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-15998,NO,1,0,0,0,1,0,0,0,0,0,0
GENE-15999,NO,1,529,359,475,352,352,414,458,532,215,586
GENE-16000,NO,1,0,1,0,0,0,0,0,0,0,0
GENE-16001,NO,1,159,59,109,136,148,136,151,142,107,107
GENE-16002,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16003,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16004,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16005,NO,1,61,111,54,71,89,82,61,65,78,61
GENE-16006,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16007,NO,1,120,130,116,152,149,147,139,144,135,144
GENE-16008,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16009,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16010,NO,1,96,83,94,90,69,84,86,105,95,102
GENE-16011,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16012,NO,1,64,53,61,53,101,55,69,64,92,71
GENE-16013,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16014,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16015,NO,1,18,17,12,11,13,21,9,19,18,27
GENE-16016,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16017,NO,1,1,1,0,0,0,0,0,0,0,1
GENE-16018,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16019,NO,1,56,140,269,242,276,159,1025,58,208,252
GENE-16020,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16021,NO,1,3,3,2,3,0,4,3,3,1,0
GENE-16022,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16023,NO,1,54,47,55,51,53,51,46,33,63,35
GENE-16024,NO,1,0,0,0,1,0,0,0,0,0,0
GENE-16025,NO,1,490,473,521,494,479,536,457,498,532,487
GENE-16026,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16027,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16028,NO,1,481,526,412,499,570,476,461,508,520,658
GENE-16029,NO,1,42,31,44,68,63,72,61,68,62,38
GENE-16030,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16031,NO,1,55,65,36,30,86,52,82,67,27,64
GENE-16032,NO,1,15,8,18,12,14,9,11,10,11,6
GENE-16033,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16034,NO,1,153,98,169,130,233,132,93,127,86,131
GENE-16035,NO,1,1,0,0,0,0,1,0,1,0,0
GENE-16036,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16037,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16038,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16039,NO,1,262,237,225,231,258,276,233,201,226,217
GENE-16040,NO,1,76,65,77,72,65,76,52,77,75,62
GENE-16041,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16042,NO,1,5334,6102,5492,5153,6050,4980,7024,6826,5849,4698
GENE-16043,NO,1,297,299,263,216,262,238,303,270,236,260
GENE-16044,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16045,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16046,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16047,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16048,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16049,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16050,NO,1,187,253,227,378,237,240,169,521,150,113
GENE-16051,NO,1,0,0,0,1,0,2,0,0,0,0
GENE-16052,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16053,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16054,NO,1,4,13,2,8,6,3,9,7,8,7
GENE-16055,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16056,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16057,YES,1,0,0,0,0,0,0,1,0,1,1
GENE-16058,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16059,NO,1,1551,1024,1960,1881,4162,1549,2982,385,2909,3687
GENE-16060,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16061,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16062,NO,1,32,33,20,20,25,28,14,23,16,22
GENE-16063,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16064,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16065,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16066,NO,1,391,139,563,476,371,749,647,209,524,353
GENE-16067,NO,1,3,2,6,3,5,3,2,4,2,1
GENE-16068,NO,1,669,0,118,658,1,2,143,24,1,327
GENE-16069,NO,1,53,47,152,43,101,61,78,30,91,48
GENE-16070,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16071,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16072,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16073,NO,1,301,246,304,266,284,276,257,304,289,285
GENE-16074,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16075,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16076,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16077,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16078,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16079,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16080,NO,1,12,10,7,9,11,18,19,8,4,17
GENE-16081,NO,1,19,14,13,18,17,12,21,24,19,16
GENE-16082,NO,1,42,66,40,50,45,46,42,61,55,44
GENE-16083,NO,1,125,136,157,118,211,165,140,152,155,167
GENE-16084,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16085,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16086,NO,1,0,0,0,1,0,0,0,0,1,0
GENE-16087,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16088,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16089,NO,1,20,22,33,27,9,21,26,30,20,25
GENE-16090,NO,1,0,0,0,0,1,1,1,1,0,1
GENE-16091,YES,1,3,0,2,3,2,1,0,0,0,0
GENE-16092,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16093,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16094,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16095,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16096,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16097,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16098,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16099,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16100,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16101,NO,1,0,0,0,1,0,0,0,0,0,0
GENE-16102,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16103,NO,1,496,62,474,81,206,44,176,233,158,384
GENE-16104,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16105,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16106,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16107,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16108,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16109,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16110,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16111,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16112,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16113,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16114,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16115,YES,1,7,7,5,5,3,9,13,5,8,4
GENE-16116,NO,1,47,45,40,39,44,38,47,50,43,39
GENE-16117,NO,1,157,119,145,176,134,195,203,203,130,170
GENE-16118,NO,1,3,6,5,6,2,3,2,6,2,8
GENE-16119,NO,1,0,0,0,0,0,0,0,1,1,2
GENE-16120,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16122,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16123,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16124,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16125,NO,1,31,24,45,35,41,38,31,34,30,20
GENE-16126,NO,1,2619,2052,2853,2287,2885,2848,3152,2687,2565,3023
GENE-16127,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16128,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16129,NO,1,39,53,39,63,46,46,48,42,79,47
GENE-16130,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16131,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16132,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16133,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16134,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16135,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16136,NO,1,3,3,3,3,6,6,4,3,3,5
GENE-16137,NO,1,1,1,5,5,2,0,2,1,2,0
GENE-16138,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16139,NO,1,231,200,144,220,152,260,196,173,225,269
GENE-16140,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16141,NO,1,5,0,6,1,5,3,2,1,4,9
GENE-16142,NO,1,23,65,25,44,50,48,63,78,74,42
GENE-16143,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16144,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16145,NO,1,46,37,64,45,58,42,47,54,39,66
GENE-16146,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16147,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16148,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16149,NO,1,50,35,37,29,37,39,35,55,44,36
GENE-16150,NO,1,10,14,9,14,12,10,14,7,10,14
GENE-16151,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16152,NO,1,30,23,23,20,34,35,35,18,23,21
GENE-16153,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16154,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16155,NO,1,1,1,1,1,0,0,0,0,0,0
GENE-16156,NO,1,17,21,26,14,19,20,29,32,23,22
GENE-16157,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16158,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16159,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16160,NO,1,79,95,93,106,106,113,128,91,126,96
GENE-16161,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16162,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16163,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16164,NO,1,263,274,188,219,159,251,188,217,291,262
GENE-16165,NO,1,59,53,87,68,81,93,93,77,91,80
GENE-16166,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16167,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16168,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16169,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16170,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16171,NO,1,1,0,0,0,0,0,0,1,1,0
GENE-16172,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16173,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16174,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16175,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16176,NO,1,4,7,6,4,7,5,4,5,4,7
GENE-16177,NO,1,6,2,8,4,8,9,4,6,14,4
GENE-16178,NO,1,2,3,8,5,3,3,2,5,6,2
GENE-16179,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16180,YES,1,1,1,0,0,1,0,0,1,0,0
GENE-16181,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16182,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16183,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16184,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16185,NO,1,285,283,277,277,246,240,268,262,267,293
GENE-16186,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16187,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16188,NO,1,8,10,9,9,3,4,7,5,5,7
GENE-16189,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16190,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16191,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16192,NO,1,1,0,5,3,1,4,3,1,3,3
GENE-16193,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16194,NO,1,141,143,129,206,187,161,149,189,153,175
GENE-16195,NO,1,1,1,1,3,1,4,3,1,2,2
GENE-16196,NO,1,74,90,98,111,79,118,120,149,116,70
GENE-16197,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16198,NO,1,31,52,33,44,45,36,29,42,42,40
GENE-16199,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16200,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16201,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16202,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16203,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16204,NO,1,494,628,782,736,922,725,835,569,569,899
GENE-16205,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16206,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16207,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16208,NO,1,6,8,6,5,12,6,3,3,8,10
GENE-16209,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16210,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16211,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16212,NO,1,0,1,0,0,0,0,0,2,1,0
GENE-16213,NO,1,0,0,0,1,0,0,0,0,0,0
GENE-16214,NO,1,1,0,4,1,3,0,3,1,2,4
GENE-16215,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16216,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16217,NO,1,2,22,12,36,12,49,8,22,0,6
GENE-16218,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16220,NO,1,92,87,76,116,98,85,81,109,97,87
GENE-16221,NO,1,408,222,284,363,443,218,285,460,242,258
GENE-16222,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16223,NO,1,0,2,0,0,1,0,1,1,0,2
GENE-16224,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16225,NO,1,227,204,184,221,179,210,177,199,184,243
GENE-16226,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16227,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16228,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16229,NO,1,2,0,0,1,1,2,1,4,2,1
GENE-16230,NO,1,0,1,0,2,0,1,0,0,0,1
GENE-16231,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16232,NO,1,4,13,10,6,14,14,10,20,12,14
GENE-16233,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16234,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16235,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16236,NO,1,2,28,0,2,26,17,50,3,17,36
GENE-16237,NO,1,205,486,230,182,329,205,431,462,255,287
GENE-16238,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16239,NO,1,1,2,1,2,2,1,3,1,1,1
GENE-16240,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16241,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16242,NO,1,0,0,1,4,2,1,4,2,6,2
GENE-16243,NO,1,1,1,1,1,0,0,2,0,1,1
GENE-16244,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16245,NO,1,24,30,33,34,34,26,16,18,18,28
GENE-16248,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16249,NO,1,32,34,37,26,46,33,31,32,38,38
GENE-16250,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16251,NO,1,88,55,72,117,90,64,70,70,74,144
GENE-16252,NO,1,17,12,18,23,24,15,16,17,18,20
GENE-16253,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16254,NO,1,926,904,451,1013,1303,598,1681,1256,1667,894
GENE-16255,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16256,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16257,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16258,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16259,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16260,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16261,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16262,NO,1,201,193,148,161,153,182,179,152,113,163
GENE-16263,NO,1,1275,1089,1406,1510,1451,1155,1206,2197,1400,1749
GENE-16264,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16265,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16266,NO,1,0,0,1,0,2,0,0,0,0,1
GENE-16267,NO,1,119,111,117,142,107,134,95,83,109,100
GENE-16268,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16269,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16270,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16271,NO,1,0,2,0,1,0,0,0,0,0,0
GENE-16272,NO,1,6,4,4,6,5,8,6,2,8,3
GENE-16273,NO,1,151,157,125,121,242,145,168,128,155,145
GENE-16274,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16275,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16276,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16277,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16278,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16279,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16280,NO,1,6,4,1,6,6,6,3,6,4,4
GENE-16281,NO,1,4,1,3,3,2,7,0,2,2,2
GENE-16282,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16283,NO,1,2511,1376,3166,3865,2671,4477,2162,2811,3262,1948
GENE-16284,NO,1,576,345,505,474,323,429,370,547,394,314
GENE-16285,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16286,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16287,NO,1,2957,2622,1867,1613,2434,2475,1801,1993,2065,2367
GENE-16288,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16289,NO,1,1,0,0,0,0,1,0,1,0,0
GENE-16290,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16291,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16292,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16293,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16294,NO,1,32,31,20,23,21,23,33,17,13,22
GENE-16295,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16296,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16297,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16298,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16299,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16300,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16301,NO,1,29,15,60,33,47,49,14,38,40,42
GENE-16302,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16303,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16304,NO,1,0,1,0,1,1,0,0,0,0,0
GENE-16305,NO,1,111,142,101,91,104,116,108,158,140,127
GENE-16306,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16307,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16308,NO,1,0,0,0,0,1,0,2,0,0,0
GENE-16309,YES,1,0,1,1,0,0,0,0,0,0,0
GENE-16310,NO,1,481,417,402,451,520,537,474,487,441,439
GENE-16311,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16312,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16313,NO,1,6,7,0,7,8,4,2,3,4,4
GENE-16314,NO,1,86,81,77,70,70,71,70,57,84,52
GENE-16315,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16316,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16317,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16318,NO,1,81,81,99,95,106,89,95,97,84,88
GENE-16319,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16320,NO,1,12,10,9,6,11,12,9,10,10,3
GENE-16321,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16322,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16323,NO,1,47,52,34,39,19,39,20,41,25,29
GENE-16324,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16325,NO,1,36,80,60,91,80,42,35,46,79,51
GENE-16326,NO,1,1110,1582,1269,1086,1392,1175,936,1478,1470,1227
GENE-16327,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16328,NO,1,7,7,2,10,5,7,8,7,11,14
GENE-16329,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16330,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16331,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16332,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16333,NO,1,21,19,24,20,11,12,17,17,15,18
GENE-16334,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16335,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16336,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16337,NO,1,0,0,1,1,3,1,0,3,2,0
GENE-16338,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16339,NO,1,240,270,337,231,262,191,276,326,227,334
GENE-16340,NO,1,11,23,9,17,15,18,14,14,10,17
GENE-16341,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16342,NO,1,202,212,201,221,240,226,200,192,243,176
GENE-16343,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16344,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16345,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16346,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16347,NO,1,38,23,28,50,22,36,32,34,27,41
GENE-16348,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16349,NO,1,136,89,88,87,99,110,94,89,110,122
GENE-16350,YES,1,0,0,0,0,0,0,0,0,0,0
GENE-16351,NO,1,0,0,0,0,0,1,0,1,0,0
GENE-16352,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16353,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16354,NO,1,0,0,0,0,0,0,0,0,0,0
GENE-16355,NO,1,4,3,2,5,3,9,2,2,2,6
GENE-16356,NO,1,26,22,27,24,24,28,24,35,25,38
